,internet_service_type_id,internet_service_type,payment_type_id,payment_type,contract_type_id,contract_type,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn
3026,2,Fiber optic,2,Mailed check,1,Month-to-month,2025-JKFWI,Male,0,No,No,13,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,99.0,1301.7,Yes
3027,2,Fiber optic,1,Electronic check,1,Month-to-month,2026-TGDHM,Female,0,No,No,7,Yes,No,No,No,No,No,No,Yes,Yes,79.3,523.15,Yes
3028,2,Fiber optic,1,Electronic check,1,Month-to-month,2027-CWDNU,Male,0,Yes,Yes,18,Yes,No,No,No,No,Yes,No,Yes,Yes,85.6,1601.5,No
3029,2,Fiber optic,1,Electronic check,1,Month-to-month,2027-FECZV,Male,0,No,No,12,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.7,1253.9,Yes
3030,2,Fiber optic,1,Electronic check,1,Month-to-month,2027-WKXMW,Female,0,Yes,No,63,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.75,6871.7,No
3031,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2034-CGRHZ,Male,1,No,No,24,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,102.95,2496.7,Yes
3032,2,Fiber optic,1,Electronic check,1,Month-to-month,2034-GDRCN,Female,0,No,No,2,Yes,No,No,No,No,No,Yes,Yes,Yes,90.4,168.2,Yes
3033,2,Fiber optic,1,Electronic check,1,Month-to-month,2037-SGXHH,Male,0,Yes,Yes,38,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,94.65,3624.3,Yes
3034,2,Fiber optic,1,Electronic check,2,One year,2037-XJFUP,Male,0,Yes,No,33,Yes,No,No,No,Yes,No,Yes,Yes,Yes,95.8,3036.75,Yes
3035,2,Fiber optic,1,Electronic check,1,Month-to-month,2038-LLMLM,Female,0,No,No,48,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,103.85,4946.05,No
3036,2,Fiber optic,1,Electronic check,1,Month-to-month,2038-OEQZH,Male,0,No,No,4,Yes,No,No,No,Yes,No,No,Yes,No,86.05,308.1,No
3037,2,Fiber optic,4,Credit card (automatic),2,One year,2040-OBMLJ,Male,0,No,No,31,Yes,Yes,No,No,No,Yes,No,No,No,81.7,2548.65,No
3038,2,Fiber optic,2,Mailed check,1,Month-to-month,2040-VZIKE,Female,0,Yes,No,49,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,100.85,4847.35,No
3039,2,Fiber optic,3,Bank transfer (automatic),3,Two year,2040-XBAVJ,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,114.45,8100.55,No
3040,2,Fiber optic,1,Electronic check,1,Month-to-month,2055-PDADH,Female,1,No,No,3,Yes,No,No,No,No,No,No,No,Yes,70.4,204.7,Yes
3041,2,Fiber optic,4,Credit card (automatic),2,One year,2056-EVGZL,Male,0,Yes,Yes,68,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,105.75,7322.5,No
3042,2,Fiber optic,3,Bank transfer (automatic),3,Two year,2057-BOYKM,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,96.6,6827.5,No
3043,2,Fiber optic,1,Electronic check,1,Month-to-month,2057-ZBLPD,Female,0,Yes,No,21,Yes,Yes,No,No,No,No,No,Yes,Yes,86.5,1808.7,Yes
3044,2,Fiber optic,1,Electronic check,1,Month-to-month,2058-DCJBE,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,Yes,69.75,324.6,Yes
3045,2,Fiber optic,1,Electronic check,1,Month-to-month,2067-QYTCF,Female,0,Yes,No,64,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,111.15,6953.4,No
3046,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2070-FNEXE,Female,1,No,No,7,Yes,No,Yes,No,No,No,No,No,No,76.45,503.6,Yes
3047,2,Fiber optic,2,Mailed check,1,Month-to-month,2070-XYMFH,Female,1,No,No,23,Yes,Yes,No,No,Yes,No,No,No,Yes,79.35,1835.3,No
3048,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2074-GKOWZ,Male,0,Yes,Yes,2,Yes,No,No,No,No,No,Yes,Yes,Yes,89.55,185.55,Yes
3049,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2074-GUHPQ,Female,0,No,Yes,17,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,92.7,1556.85,No
3050,2,Fiber optic,1,Electronic check,1,Month-to-month,2077-MPJQO,Male,1,Yes,No,7,Yes,Yes,No,No,No,No,No,No,Yes,75.4,533.05,No
3051,2,Fiber optic,2,Mailed check,1,Month-to-month,2079-FBMZK,Female,0,No,No,6,Yes,No,No,No,No,No,No,No,Yes,69.25,418.4,Yes
3052,2,Fiber optic,1,Electronic check,1,Month-to-month,2080-CAZNM,Female,1,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.4,4133.95,No
3053,2,Fiber optic,1,Electronic check,1,Month-to-month,2080-GKCWQ,Male,0,No,No,2,Yes,No,No,Yes,No,No,No,No,No,74.95,151.75,No
3054,2,Fiber optic,1,Electronic check,1,Month-to-month,2081-VEYEH,Male,0,No,No,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,107.95,318.6,No
3055,2,Fiber optic,1,Electronic check,1,Month-to-month,2082-OJVTK,Male,0,Yes,Yes,29,Yes,Yes,No,No,Yes,No,No,Yes,Yes,89.2,2698.35,Yes
3056,2,Fiber optic,3,Bank transfer (automatic),2,One year,2085-BOJKI,Male,0,Yes,No,17,Yes,No,No,No,Yes,No,Yes,Yes,Yes,96.65,1588.25,No
3057,2,Fiber optic,1,Electronic check,1,Month-to-month,2091-RFFBA,Female,1,No,No,31,Yes,Yes,No,No,No,No,No,No,Yes,73.9,2217.15,Yes
3058,2,Fiber optic,1,Electronic check,1,Month-to-month,2101-RANCD,Female,0,No,No,55,Yes,Yes,No,No,No,No,No,No,Yes,73.1,4144.9,No
3059,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2105-PHWON,Female,0,Yes,No,33,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,95.0,3008.15,No
3060,2,Fiber optic,1,Electronic check,1,Month-to-month,2107-FBPTK,Female,1,No,No,30,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.1,3121.1,No
3061,2,Fiber optic,2,Mailed check,1,Month-to-month,2114-MGINA,Female,0,No,No,14,Yes,No,No,No,No,No,Yes,Yes,Yes,89.8,1129.1,Yes
3062,2,Fiber optic,2,Mailed check,1,Month-to-month,2115-BFTIW,Male,0,No,No,25,Yes,No,No,No,No,No,No,No,No,70.95,1767.35,Yes
3063,2,Fiber optic,4,Credit card (automatic),3,Two year,2121-JAFOM,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.55,8312.4,No
3064,2,Fiber optic,1,Electronic check,1,Month-to-month,2122-YWVYA,Female,0,No,No,18,Yes,No,Yes,No,No,No,No,No,Yes,75.4,1380.4,No
3065,2,Fiber optic,1,Electronic check,1,Month-to-month,2123-AGEEN,Female,1,No,No,7,Yes,No,No,No,Yes,No,Yes,No,Yes,84.35,609.65,No
3066,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2133-TSRRM,Female,0,No,Yes,34,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,105.35,3688.6,No
3067,2,Fiber optic,2,Mailed check,1,Month-to-month,2135-DQWAQ,Female,0,No,No,5,Yes,No,No,Yes,No,No,Yes,No,Yes,85.3,420.45,No
3068,2,Fiber optic,2,Mailed check,1,Month-to-month,2139-FQHLM,Male,0,No,No,19,Yes,No,No,No,Yes,Yes,Yes,No,No,89.95,1682.4,No
3069,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2144-BFDSO,Female,1,Yes,No,50,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,108.75,5431.9,No
3070,2,Fiber optic,1,Electronic check,2,One year,2153-MREFK,Female,0,Yes,No,37,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,99.2,3754.6,Yes
3071,2,Fiber optic,1,Electronic check,1,Month-to-month,2154-KVJFF,Female,0,No,No,15,Yes,Yes,No,Yes,No,No,No,No,Yes,79.75,1111.85,Yes
3072,2,Fiber optic,3,Bank transfer (automatic),2,One year,2165-VOEGB,Female,0,No,Yes,46,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,105.2,4822.85,Yes
3073,2,Fiber optic,1,Electronic check,2,One year,2172-EJXVF,Female,1,No,No,71,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.9,7521.95,No
3074,2,Fiber optic,2,Mailed check,1,Month-to-month,2178-PMGCJ,Male,0,No,No,22,Yes,No,No,No,No,No,No,No,Yes,69.7,1490.4,No
3075,2,Fiber optic,1,Electronic check,1,Month-to-month,2180-DXNEG,Female,0,No,No,12,Yes,No,No,No,Yes,No,Yes,Yes,Yes,96.0,1062.1,Yes
3076,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2187-PKZAY,Male,0,No,No,12,Yes,No,No,No,No,No,No,Yes,Yes,79.95,1043.4,No
3077,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2189-WWOEW,Female,0,No,Yes,15,Yes,No,No,Yes,No,No,No,Yes,Yes,85.9,1269.55,Yes
3078,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2190-BCXEC,Female,0,Yes,No,40,Yes,Yes,No,No,No,Yes,No,No,Yes,78.85,3126.85,No
3079,2,Fiber optic,4,Credit card (automatic),3,Two year,2190-PHBHR,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,94.45,6921.7,No
3080,2,Fiber optic,3,Bank transfer (automatic),3,Two year,2193-SFWQW,Male,0,Yes,Yes,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,111.95,8033.1,No
3081,2,Fiber optic,1,Electronic check,1,Month-to-month,2195-ZRVAX,Female,0,Yes,No,47,Yes,No,No,No,Yes,No,No,Yes,Yes,85.3,4045.65,Yes
3082,2,Fiber optic,1,Electronic check,1,Month-to-month,2202-CUYXZ,Male,0,No,No,1,Yes,No,No,No,Yes,No,Yes,No,Yes,84.85,84.85,Yes
3083,2,Fiber optic,2,Mailed check,1,Month-to-month,2203-GHNWN,Female,0,Yes,No,24,Yes,Yes,No,No,Yes,No,No,No,Yes,79.65,1928.7,No
3084,2,Fiber optic,3,Bank transfer (automatic),2,One year,2205-LPVGL,Male,1,Yes,Yes,58,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,89.85,5125.75,No
3085,2,Fiber optic,1,Electronic check,1,Month-to-month,2205-YMZZJ,Male,1,No,No,7,Yes,Yes,No,No,No,No,Yes,No,Yes,84.8,546.95,Yes
3086,2,Fiber optic,1,Electronic check,1,Month-to-month,2207-QPJED,Female,1,Yes,No,37,Yes,No,No,No,Yes,Yes,Yes,No,No,90.0,3371.75,No
3087,2,Fiber optic,1,Electronic check,1,Month-to-month,2208-NQBCT,Female,0,Yes,Yes,26,Yes,No,Yes,Yes,No,No,No,No,No,81.95,2070.05,No
3088,2,Fiber optic,1,Electronic check,1,Month-to-month,2208-UGTGR,Male,0,No,No,56,Yes,Yes,No,Yes,No,No,Yes,Yes,No,98.6,5581.05,No
3089,2,Fiber optic,1,Electronic check,1,Month-to-month,2215-ZAFGX,Male,0,No,No,9,Yes,Yes,No,No,No,No,Yes,No,Yes,85.5,791.7,No
3090,2,Fiber optic,3,Bank transfer (automatic),3,Two year,2223-GDSHL,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.05,8297.5,No
3091,2,Fiber optic,3,Bank transfer (automatic),3,Two year,2225-ZRGSG,Female,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,93.9,6579.05,Yes
3092,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2227-JRSJX,Female,0,No,No,21,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,99.15,1956.4,No
3093,2,Fiber optic,4,Credit card (automatic),2,One year,2234-XADUH,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.2,7362.9,No
3094,2,Fiber optic,1,Electronic check,2,One year,2237-ZFSMY,Female,0,No,No,39,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,95.55,3692.85,Yes
3095,2,Fiber optic,3,Bank transfer (automatic),2,One year,2239-JALAW,Male,0,No,No,58,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.25,6017.65,Yes
3096,2,Fiber optic,2,Mailed check,1,Month-to-month,2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,No,Yes,No,No,No,No,Yes,81.85,3141.7,No
3097,2,Fiber optic,3,Bank transfer (automatic),2,One year,2242-MFOTG,Male,0,No,No,33,Yes,Yes,Yes,No,No,No,No,No,No,80.1,2603.3,No
3098,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2249-YPRNG,Female,0,Yes,Yes,20,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.85,2239.65,Yes
3099,2,Fiber optic,1,Electronic check,1,Month-to-month,2250-IVBWA,Male,0,Yes,Yes,64,Yes,No,Yes,Yes,No,No,No,No,No,81.05,5135.35,No
3100,2,Fiber optic,1,Electronic check,2,One year,2252-ISRNH,Male,0,Yes,Yes,9,Yes,Yes,No,No,Yes,No,Yes,No,Yes,90.35,767.9,No
3101,2,Fiber optic,1,Electronic check,2,One year,2252-JHJGE,Male,0,No,No,61,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,104.0,6363.45,No
3102,2,Fiber optic,2,Mailed check,1,Month-to-month,2254-DLXRI,Female,0,No,No,1,Yes,Yes,No,Yes,No,No,No,No,Yes,79.15,79.15,No
3103,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2260-USTRB,Female,1,No,No,2,Yes,No,No,No,No,No,No,No,Yes,70.2,115.95,Yes
3104,2,Fiber optic,1,Electronic check,1,Month-to-month,2262-SLNVK,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,70.1,70.1,No
3105,2,Fiber optic,1,Electronic check,1,Month-to-month,2265-CYWIV,Female,1,Yes,No,4,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,99.6,347.65,Yes
3106,2,Fiber optic,4,Credit card (automatic),2,One year,2266-SJNAT,Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,109.15,7789.6,No
3107,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2267-FPIMA,Male,0,Yes,No,50,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,94.4,4914.9,No
3108,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2267-WTPYD,Female,1,Yes,No,57,Yes,Yes,No,Yes,Yes,No,No,Yes,No,94.0,5438.95,No
3109,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2270-CHBFN,Female,0,Yes,No,44,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,95.1,4060.55,No
3110,2,Fiber optic,1,Electronic check,2,One year,2272-JKMSI,Female,0,Yes,Yes,62,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,110.8,6840.95,No
3111,2,Fiber optic,1,Electronic check,1,Month-to-month,2272-QAGFO,Female,1,No,No,14,Yes,Yes,No,No,No,No,No,No,Yes,74.3,1096.25,Yes
3112,2,Fiber optic,1,Electronic check,3,Two year,2272-WUSPA,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,110.75,7751.7,No
3113,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2276-YDAVZ,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,75.1,270.7,Yes
3114,2,Fiber optic,1,Electronic check,3,Two year,2277-BKJKN,Female,1,Yes,No,71,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,99.2,7213.75,No
3115,2,Fiber optic,1,Electronic check,1,Month-to-month,2277-DJJDL,Male,1,Yes,No,60,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,99.0,6017.9,No
3116,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2279-AXJJK,Male,0,Yes,No,52,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,95.65,5088.4,No
3117,2,Fiber optic,4,Credit card (automatic),2,One year,2284-VFLKH,Male,0,Yes,No,49,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,99.25,4920.8,No
3118,2,Fiber optic,4,Credit card (automatic),2,One year,2293-IJWPS,Female,0,Yes,No,57,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.75,5985,No
3119,2,Fiber optic,2,Mailed check,2,One year,2294-SALNE,Male,0,Yes,Yes,23,Yes,No,No,Yes,Yes,Yes,No,No,No,86.8,1940.8,No
3120,2,Fiber optic,1,Electronic check,1,Month-to-month,2302-ANTDP,Female,1,Yes,No,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,117.45,5438.9,Yes
3121,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2305-MRGLV,Male,0,Yes,No,28,Yes,No,No,No,No,Yes,No,No,No,76.55,2065.4,No
3122,2,Fiber optic,1,Electronic check,3,Two year,2307-FYNNL,Male,1,No,No,65,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,109.05,7108.2,No
3123,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2311-QYMUQ,Female,0,Yes,Yes,16,Yes,No,No,Yes,Yes,No,Yes,No,Yes,89.45,1430.25,Yes
3124,2,Fiber optic,1,Electronic check,1,Month-to-month,2322-VCZHZ,Male,1,Yes,No,23,Yes,No,Yes,Yes,No,No,No,Yes,Yes,90.0,2024.1,No
3125,2,Fiber optic,1,Electronic check,3,Two year,2323-ARSVR,Male,0,Yes,No,67,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,111.05,7321.05,No
3126,2,Fiber optic,3,Bank transfer (automatic),3,Two year,2324-EFHVG,Male,0,No,No,64,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.4,6692.65,No
3127,2,Fiber optic,1,Electronic check,1,Month-to-month,2325-NBPZG,Female,0,No,No,3,Yes,No,Yes,No,No,No,No,No,Yes,74.55,233.65,No
3128,2,Fiber optic,4,Credit card (automatic),2,One year,2325-WINES,Female,0,No,No,32,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.05,3416.85,No
3129,2,Fiber optic,3,Bank transfer (automatic),2,One year,2330-PQGDQ,Male,0,Yes,Yes,51,Yes,Yes,No,Yes,No,Yes,No,No,No,84.2,4299.75,No
3130,2,Fiber optic,2,Mailed check,1,Month-to-month,2344-JMOGN,Male,0,Yes,No,9,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,94.85,890.6,Yes
3131,2,Fiber optic,1,Electronic check,1,Month-to-month,2347-WKKAE,Male,0,Yes,No,42,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,94.4,4014.6,No
3132,2,Fiber optic,1,Electronic check,1,Month-to-month,2357-COQEK,Female,1,No,No,28,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,103.3,2890.65,Yes
3133,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2359-KLTEK,Female,0,Yes,Yes,41,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.9,3848,No
3134,2,Fiber optic,1,Electronic check,1,Month-to-month,2359-KMGLI,Male,0,No,No,24,Yes,Yes,No,Yes,No,No,No,No,Yes,80.25,1861.5,Yes
3135,2,Fiber optic,4,Credit card (automatic),2,One year,2359-QWQUL,Female,0,Yes,No,39,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,104.7,4134.85,Yes
3136,2,Fiber optic,1,Electronic check,1,Month-to-month,2360-RDGRO,Male,0,Yes,No,65,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,104.25,6812.95,No
3137,2,Fiber optic,1,Electronic check,1,Month-to-month,2362-IBOOY,Male,0,No,No,36,Yes,Yes,No,No,No,No,No,Yes,Yes,84.75,3050.15,Yes
3138,2,Fiber optic,3,Bank transfer (automatic),3,Two year,2368-GAKKQ,Female,0,No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,113.65,7939.25,No
3139,2,Fiber optic,2,Mailed check,1,Month-to-month,2369-UAPKZ,Male,0,No,No,5,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,104.1,541.9,Yes
3140,2,Fiber optic,1,Electronic check,1,Month-to-month,2371-JQHZZ,Male,0,Yes,No,24,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.0,2248.05,No
3141,2,Fiber optic,3,Bank transfer (automatic),2,One year,2371-KFUOG,Male,0,No,No,58,Yes,No,Yes,Yes,No,No,Yes,Yes,No,99.15,5720.95,No
3142,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2378-HTWFW,Male,1,No,No,35,Yes,Yes,Yes,No,No,No,No,Yes,No,91.0,3180.5,No
3143,2,Fiber optic,1,Electronic check,1,Month-to-month,2378-VTKDH,Male,1,Yes,No,65,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.35,6578.55,No
3144,2,Fiber optic,1,Electronic check,1,Month-to-month,2379-ENZGV,Male,0,No,No,6,Yes,No,No,Yes,No,No,Yes,No,Yes,84.85,523.5,Yes
3145,2,Fiber optic,4,Credit card (automatic),2,One year,2379-GYFLQ,Male,0,No,No,46,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,94.9,4422.95,No
3146,2,Fiber optic,1,Electronic check,3,Two year,2380-DAMQP,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,115.15,8349.7,No
3147,2,Fiber optic,1,Electronic check,2,One year,2382-BCKQJ,Female,0,No,Yes,62,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.15,6413.65,Yes
3148,2,Fiber optic,1,Electronic check,1,Month-to-month,2386-OWURY,Female,0,No,No,58,Yes,No,No,No,No,Yes,Yes,Yes,Yes,95.3,5817.7,No
3149,2,Fiber optic,3,Bank transfer (automatic),3,Two year,2388-LAESQ,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.85,8317.95,No
3150,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,No,No,No,No,Yes,No,Yes,80.45,583.45,Yes
3151,2,Fiber optic,1,Electronic check,1,Month-to-month,2398-YPMUR,Female,1,Yes,No,13,Yes,No,No,No,No,No,No,No,Yes,70.15,916.75,Yes
3152,2,Fiber optic,1,Electronic check,2,One year,2402-TAIRZ,Female,0,No,No,37,Yes,No,No,Yes,Yes,No,No,No,No,80.05,3019.1,No
3153,2,Fiber optic,1,Electronic check,2,One year,2403-BCASL,Male,1,Yes,Yes,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,111.95,4534.9,Yes
3154,2,Fiber optic,1,Electronic check,2,One year,2408-TZMJL,Male,0,Yes,No,59,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,110.15,6448.05,Yes
3155,2,Fiber optic,1,Electronic check,3,Two year,2419-FSORS,Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.4,7719.5,No
3156,2,Fiber optic,1,Electronic check,1,Month-to-month,2424-WVHPL,Male,1,No,No,1,Yes,No,No,No,No,Yes,No,No,No,74.7,74.7,No
3157,2,Fiber optic,1,Electronic check,1,Month-to-month,2430-USGXP,Male,0,Yes,No,24,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.05,2391.8,Yes
3158,2,Fiber optic,4,Credit card (automatic),2,One year,2432-TFSMK,Male,0,No,No,18,Yes,Yes,No,No,Yes,No,Yes,No,Yes,89.6,1633,No
3159,2,Fiber optic,4,Credit card (automatic),3,Two year,2434-EEVDB,Female,0,Yes,No,64,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,94.6,5948.7,No
3160,2,Fiber optic,1,Electronic check,1,Month-to-month,2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,102.6,4009.2,No
3161,2,Fiber optic,1,Electronic check,1,Month-to-month,2446-BEGGB,Female,1,No,No,6,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,98.25,560.6,Yes
3162,2,Fiber optic,1,Electronic check,1,Month-to-month,2446-PLQVO,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.3,70.3,Yes
3163,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2452-KDRRH,Male,1,No,No,67,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.4,6841.05,No
3164,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2452-SNHFZ,Female,0,No,No,47,Yes,No,Yes,No,No,No,No,No,No,75.45,3545.1,No
3165,2,Fiber optic,1,Electronic check,1,Month-to-month,2454-RPBRZ,Female,1,Yes,No,12,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,98.1,1060.2,Yes
3166,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2455-USLMV,Female,0,No,No,31,Yes,Yes,Yes,No,Yes,No,No,No,Yes,84.75,2613.4,No
3167,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2460-NGXBJ,Male,1,Yes,Yes,11,Yes,Yes,No,No,No,No,No,No,Yes,75.2,775.3,No
3168,2,Fiber optic,1,Electronic check,1,Month-to-month,2462-XIIJB,Male,0,No,No,5,Yes,Yes,No,No,Yes,No,Yes,No,Yes,92.5,452.7,Yes
3169,2,Fiber optic,2,Mailed check,1,Month-to-month,2468-SJFLM,Male,0,No,No,1,Yes,No,No,No,No,Yes,No,No,Yes,74.3,74.3,No
3170,2,Fiber optic,1,Electronic check,3,Two year,2469-DTSGX,Female,1,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,111.65,7943.45,No
3171,2,Fiber optic,1,Electronic check,1,Month-to-month,2472-OVKUP,Male,0,Yes,No,6,Yes,No,No,Yes,Yes,No,No,Yes,Yes,91.0,531,Yes
3172,2,Fiber optic,1,Electronic check,1,Month-to-month,2474-BRUCM,Male,1,Yes,No,40,Yes,Yes,Yes,No,No,No,Yes,Yes,No,101.85,4086.3,Yes
3173,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2475-MROZF,Male,0,No,No,30,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,95.0,2852.4,No
3174,2,Fiber optic,4,Credit card (automatic),1,Month-to-month,2476-YGEFM,Female,0,No,No,29,Yes,Yes,No,No,No,No,No,No,Yes,76.0,2215.25,No
3175,2,Fiber optic,3,Bank transfer (automatic),1,Month-to-month,2479-BRAMR,Male,1,Yes,No,41,Yes,Yes,Yes,No,Yes,No,No,No,Yes,83.75,3273.55,Yes
3176,2,Fiber optic,3,Bank transfer (automatic),2,One year,2480-EJWYP,Female,1,Yes,No,58,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,97.8,5458.8,No
3177,2,Fiber optic,1,Electronic check,1,Month-to-month,2482-CZGBB,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,Yes,70.0,740,Yes
3178,2,Fiber optic,1,Electronic check,1,Month-to-month,2495-KZNFB,Female,0,No,No,33,Yes,Yes,Yes,No,No,No,No,Yes,Yes,90.65,2989.6,No
